item,day
Grapes Krishna sharad,5
Grapes Flame,4
Grapes Sonika,4
Grapes Rose,5
Grapes Sharad,4
Grapes Dilkush,5
GrapesAnabi shahi,4
Hesaru kalu,5
Molake kalu,7
Greens Sabbakki,3
Parvala,12
Spring Onion(Cleaned),39
Spring Onion,21
Kashini greens,3
Pineapple juice,14
Thiland Juice,2
Thiland Jelly,2
Orange juice,22
Chikkadikai cleaned,10
Grapesh Tash ganesh,4
Times Rose berry,6
Washington gala apple,11
Chilles small cleaned (C.B.P),9
Apple Chaina Delicious,10
Rumenia Mango,11
Mosambi polo,5
S.mellon namdhari (Red),13
S.mellon Local (Luck),18
Bore fruit,5
Butter fruit,8
Anjura/Fig,4
Peas seeds,10
Bread fruit,12
Apple Chilli,10
Indian red globe,11
Washington red apple,10
Tamarind Paste 150 gm,102
Rice Bran 5 lt,341
Sungold oil 5 lt,334
Ground nut oil 5 lt,298
Safal deep 500 ml,12
Tamarind Paste 450 gm,172
Sun safal Tin 15 lt,5
Sungold oil 5 lt packet,292
Pepper,12
Stevia powder,138
Coconut oil 500 ml,137
Jam 1 kg,90
Jam 1/2 kg,167
Jam 200 gm,136
Jam 100 gm,155
Fanda,10
Chocolates Drink box,127
Kakadi,7
Corriander Leave,4
Curry leave,2
Dhantu greens,2
Ginger ooty,37
Pomegranate,16
Pomegranate Bhagav,12
Pomegranate A.raktha,19
Pomegranate Ganesh,19
Papaya nati,7
Papaya Taiwan,10
Papaya Red lady,6
Papaya sola,8
Pineapple,10
Plum Ooty,5
Plum Australia,5
Peaches,6
Pomello/Chakotha,11
Rose apple,16
Rampal,12
Tamarind sweet 500gm,15
Watermellon,18
Watermellon kiran,16
S.mellon namdhari,12
Mosambi,12
Sweet corn,11
Sweet corn cleaned,7
Sweet corn seeds spok,11
Batani kalu,12
BaleDindu (Banana stem),10
Basale Greens,2
Letteus Greens,4
Onion flowers,19
Chain Berry,5
Y.Bananan T.N.,7
Maize,5
Byladha Hannu,12
Net rich 5 lt oil,281
Mineral water 1 lt,7
Chikkadikai Round,12
Indian kinora apple,23
South Africa Gala apple,17
Selari,8
Leeks,8
Parsley,9
Litchi Juice,4
Apple juice,14
G. nut oil Rice 1 lt,261
G. nut oil safal deep1 lt,342
G. nut Golden oil 1 lt,174
G. nut sungold 1 lt,6
Rice Bran 15 lt Tin,126
Pickles,193
Lime Pickles,126
mango Pickles,280
Pickles mixed veg,270
Avarebele (F. Beans spok),9
Avare seed (FB seeds),7
Brucoli,7
Mushroom Oyster,2
Onion medium,42
Onion Big,32
Jack fruit,6
Indian Black globe Grapes,3
Papaya red indian,11
Mango,9
Mango Badami,267
Mango Alphans,7
Onion small(Economy),24
Mango Raspuri,11
Onion samber,16
Peas local,7
Peas Delhi,11
Berry fruit Ooty,5
Berry Soft,6
Berry Delhi,6
Ber fruit/Bore fruit,9
Cherry fruit,3
Cherry kashmir,4
Cashew nut,341
Dates,256
Dry dates,345
Dates seedless,172
Dry apricot,7
Badami,363
Dry fruit mixed,205
Jambo fruit(Nerale),113
Bottle Gourd,5
Chow-Chow,14
Cucumber,10
Cucumber Nati,7
Cucumber Israle,10
Cucumber Ooty,11
Mangalore cucumber,5
Cluster Bean Local,6
Capsicum,7
Mango Sendura,5
Mango Bygan palli,10
Mango malagova,5
Mango mallika,6
Mango thotapuri,9
Mango kalapadu,5
Mango Neelam,11
Mango Dasheri,5
Mango Langada,10
Mango Kesar,10
Mango Amarpalli,7
Mango rathnagiri(red),10
Mango Alphans box,8
Mango sakkaregutti,6
Orange,19
Orange Nagpura,22
Orange Ooty,22
Orange Australia,11
Tomoto,11
Thogari kai,9
Mango Raw Amblet,7
Mango Raw,10
Capsicum 1,6
Capsicum Red/Yellow,9
Chillies Green,14
Chillies Bajji,8
Chillies Cleaned,13
Chillies small (C.B.P),10
Carrot ooty,6
Carrot Delhi,5
Carrot Nati,9
Cowpea Local,13
Cowpea Long,10
Coconut (B),14
Coconut (M),11
Coconut (S),9
Coconut (OS),14
Cabbage,10
Cabbage Red,9
Cabbage chaina,13
Cauliflower(B),10
Copra,338
Honney 1/2,12
Honney 1 Kg,6
Honney 200 gm,13
Honney 100 gm,9
Gulkan 1 kg,160
Gulkan 1/2 kg,99
Gulkan 1/4 kg,134
Cluster Beans Bunches,5
Cucumber white,6
Kashini (Ganike) Greens,2
Sweet corn seeds,8
Bale hoovu(B.flower),14
Jukani,6
Banana cooking R.Banana,8
Avarekai (Field Beans ),10
Grapes T.S.,5
Herali kai,5
Ladys finger,7
Little gourd,9
Lime Local,13
Grapes Red globe,5
Grapes Dry 250gm,4
Grapes Dry 100gm,3
Lime Bijapur,14
Mushroom Button,4
Mushroom Milky,4
Cauliflower(M),8
Cauliflower(S),5
Cauliflower per Kg,11
Cherry Tomoto,7
Drumstik,10
Double Beans seeds,6
Double Beans,11
Ground nut Local,12
Ground nut Hybrid,10
Ginger,36
Ginger New,19
Garlic,38
Garlic cleaned,15
Chikadi kai,14
knol-khol,8
Arive greens,4
Eggs,4
Chakota greens,4
Onion pack,34
Potato pack,25
Chilakarive green,5
Chillies Bajji yagani,6
Baby corn,13
Baby corn cleaned,14
Berry Southafrica,4
Berry Golden,3
Berry ball,3
Berry Green,3
Apple Premium,17
Malenian apple,10
Nagapur Orange Economy,10
South Af.red berry,3
Jumbu juice,2
Brahmi amla juice,4
Pomegranate Juice,17
N.Juice 200 ml,3
Amla,13
Beans,11
Beans Nati,7
Beans Ring,7
Beans Fruit,6
Beans cleaned,9
Brinjal long,8
Brinjal (W),8
Brinjal (R),7
Brinjal Bottle,10
Brinjal Mlore,10
Beet Root,6
Yam/S.Root,26
Bitter Gourd,7
Mint Leaves,2
Menthya Greens,4
Palak Greens,4
Apple Delicious,10
Apple Simla,22
Apple Economy,10
Apple Washington,19
Apple Australia,18
Apple Newzeland,16
Apple Fuji chaina,10
Apple hazarath palli,24
Apple Green smith,21
Apple Golden delicious,23
Banana pachabale,7
Banana Yellaki,11
Banana chandra,9
Banana Nendra,5
Banana karpura,11
Banana Rasabale,9
Chicco(Sapota) rapined,10
Custerd Apple,15
Chicco(Sapota),5
Guava,6
Guava Allahabad(Red),5
Grapes Blore blue,6
Orange malt,24
Orange South Africa,20
Peas Dharwad,14
Peas Ooty,13
Pumpkin Ash,14
Pumpkin Red,14
Pumpkin Japan,11
Potato(M),31
Potato(B),37
Potato(S),40
Potato Baby,35
Sweet Potato(Genasu),36
Raddish,40
Raddish Red,21
Sponge Gourd,9
Snake Gourd,11
Snake Gourd(S),13
Sham gadde,7
Spring Onion,30
Spring Onion(Cleaned),22
Parvala,6
Greens Sabbakki,4
Molake kalu,11
Hesaru kalu,6
GrapesAnabi shahi,5
Grapes Dilkush,4
Grapes Sharad,6
Grapes Rose,5
Grapes Sonika,5
Grapes Flame,4
Grapes Krishna sharad,5
Grapes Crimson,4
Komark fruit,11
Kiwi fruit,3
Litchi Local,4
Litchi Taiwan/chaina,5
Straw Berry,6
Tender Coconut,7
Tender Coconut(M),6
Tamrind Chatisghar,7
Tamarind seedless,19
Thinda,12
Dates Arebian,337
Pista,302
Tender Coconut(S),11
Tender Coco packed,11
Fruit Juice Tailand,4
G.oil Net rich 500 ml,239
Ground nut oil 1 lt,360
G.nut oil Premium1 lt,123
G.nut oil Rice Bron 1 lt,212
Chocolates Drink box,175
Fanda,13
Jam 100 gm,102
Jam 200 gm,171
Jam 1/2 kg,122
Jam 1 kg,105
Coconut oil 500 ml,356
Stevia powder,289
Pepper,6
Sungold oil 5 lt packet,174
Sun safal Tin 15 lt,7
Tamarind Paste 450 gm,131
Safal deep 500 ml,6
Ground nut oil 5 lt,277
Sungold oil 5 lt,132
Rice Bran 5 lt,260
Tamarind Paste 150 gm,107
Washington red apple,12
Indian red globe,11
Apple Chilli,23
Bread fruit,8
Peas seeds,5
Anjura/Fig,3
Butter fruit,9
Bore fruit,13
S.mellon Local (Luck),17
S.mellon namdhari (Red),21
Mosambi polo,13
Rumenia Mango,6
Apple Chaina Delicious,23
Chilles small cleaned (C.B.P),13
Washington gala apple,24
Times Rose berry,5
Grapesh Tash ganesh,6
Chikkadikai cleaned,9
Orange juice,10
Thiland Jelly,3
Thiland Juice,2
Pineapple juice,12
Kashini greens,2
Mosambi,12
S.mellon namdhari,23
Watermellon kiran,11
Watermellon,13
Tamarind sweet 500gm,32
Rampal,9
Rose apple,18
Pomello/Chakotha,10
Peaches,3
Plum Australia,4
Plum Ooty,5
Pineapple,18
Papaya sola,11
Papaya Red lady,5
Papaya Taiwan,5
Papaya nati,8
Pomegranate Ganesh,21
Pomegranate A.raktha,20
Pomegranate Bhagav,19
Pomegranate,14
Ginger ooty,43
Dhantu greens,2
Curry leave,4
Corriander Leave,3
Kakadi,11
Pickles mixed veg,303
mango Pickles,182
Lime Pickles,165
Pickles,207
Rice Bran 15 lt Tin,130
G. nut sungold 1 lt,6
G. nut Golden oil 1 lt,272
G. nut oil safal deep1 lt,318
G. nut oil Rice 1 lt,171
Apple juice,13
Litchi Juice,5
Parsley,12
Leeks,8
Selari,10
South Africa Gala apple,14
Indian kinora apple,12
Chikkadikai Round,14
Mineral water 1 lt,6
Net rich 5 lt oil,176
Byladha Hannu,14
Maize,13
Y.Bananan T.N.,5
Chain Berry,4
Onion flowers,17
Letteus Greens,3
Basale Greens,2
BaleDindu (Banana stem),9
Batani kalu,10
Sweet corn seeds spok,11
Sweet corn cleaned,11
Sweet corn,5
Orange Australia,18
Orange Ooty,12
Orange Nagpura,13
Orange,19
Mango sakkaregutti,5
Mango Alphans box,9
Mango rathnagiri(red),7
Mango Amarpalli,6
Mango Kesar,7
Mango Langada,6
Mango Dasheri,6
Mango Neelam,10
Mango kalapadu,5
Mango thotapuri,7
Mango mallika,7
Mango malagova,10
Mango Bygan palli,9
Mango Sendura,9
Capsicum,11
Cluster Bean Local,13
Mangalore cucumber,5
Cucumber Ooty,8
Cucumber Israle,10
Cucumber Nati,9
Cucumber,6
Chow-Chow,13
Bottle Gourd,12
Jambo fruit(Nerale),156
Dry fruit mixed,242
Badami,339
Dry apricot,13
Dates seedless,314
Dry dates,272
Dates,345
Cashew nut,195
Cherry kashmir,4
Cherry fruit,3
Ber fruit/Bore fruit,12
Berry Delhi,3
Berry Soft,3
Berry fruit Ooty,5
Peas Delhi,6
Peas local,12
Onion samber,42
Mango Raspuri,11
Onion small(Economy),20
Mango Alphans,7
Mango Badami,252
Mango,6
Papaya red indian,6
Indian Black globe Grapes,4
Jack fruit,9
Onion Big,42
Onion medium,30
Mushroom Oyster,2
Brucoli,9
Avare seed (FB seeds),5
Avarebele (F. Beans spok),6
Bale hoovu(B.flower),12
Sweet corn seeds,9
Kashini (Ganike) Greens,3
Cucumber white,9
Cluster Beans Bunches,7
Gulkan 1/4 kg,147
Gulkan 1/2 kg,156
Gulkan 1 kg,145
Honney 100 gm,12
Honney 200 gm,6
Honney 1 Kg,12
Honney 1/2,5
Copra,125
Cauliflower(B),12
Cabbage chaina,7
Cabbage Red,12
Cabbage,5
Coconut (OS),13
Coconut (S),13
Coconut (M),9
Coconut (B),14
Cowpea Long,8
Cowpea Local,10
Carrot Nati,8
Carrot Delhi,11
Carrot ooty,9
Chillies small (C.B.P),14
Chillies Cleaned,13
Chillies Bajji,7
Chillies Green,11
Capsicum Red/Yellow,6
Capsicum 1,6
Mango Raw,7
Mango Raw Amblet,9
Thogari kai,11
Tomoto,11
Bitter Gourd,6
Yam/S.Root,18
Beet Root,6
Brinjal Mlore,10
Brinjal Bottle,9
Brinjal (R),9
Brinjal (W),8
Brinjal long,11
Beans cleaned,6
Beans Fruit,5
Beans Ring,13
Beans Nati,5
Beans,12
Amla,6
N.Juice 200 ml,2
Pomegranate Juice,12
Brahmi amla juice,3
Jumbu juice,4
South Af.red berry,4
Nagapur Orange Economy,16
Malenian apple,19
Apple Premium,18
Berry Green,6
Berry ball,4
Berry Golden,5
Berry Southafrica,6
Baby corn cleaned,9
Baby corn,10
Chillies Bajji yagani,8
Chilakarive green,8
Potato pack,18
Onion pack,32
Chakota greens,4
Eggs,2
Arive greens,3
knol-khol,5
Chikadi kai,14
Garlic cleaned,36
Garlic,15
Ginger New,36
Ginger,40
Ground nut Hybrid,12
Ground nut Local,6
Double Beans,6
Double Beans seeds,8
Drumstik,7
Cherry Tomoto,8
Cauliflower per Kg,11
Cauliflower(S),5
Cauliflower(M),10
Mushroom Milky,4
Mushroom Button,4
Lime Bijapur,12
Grapes Dry 100gm,5
Grapes Dry 250gm,4
Grapes Red globe,5
Lime Local,19
Little gourd,6
Ladys finger,6
Herali kai,8
Grapes T.S.,3
Avarekai (Field Beans ),7
Banana cooking R.Banana,9
Jukani,13
Sham gadde,11
Snake Gourd(S),11
Snake Gourd,8
Sponge Gourd,6
Raddish Red,29
Raddish,28
Sweet Potato(Genasu),34
Potato Baby,36
Potato(S),25
Potato(B),41
Potato(M),17
Pumpkin Japan,5
Pumpkin Red,12
Pumpkin Ash,9
Peas Ooty,9
Peas Dharwad,8
Orange South Africa,15
Orange malt,12
Grapes Blore blue,3
Guava Allahabad(Red),9
Guava,7
Chicco(Sapota),7
Custerd Apple,10
Chicco(Sapota) rapined,6
Banana Rasabale,8
Banana karpura,10
Banana Nendra,11
Banana chandra,6
Banana Yellaki,9
Banana pachabale,7
Apple Golden delicious,10
Apple Green smith,18
Apple hazarath palli,17
Apple Fuji chaina,21
Apple Newzeland,11
Apple Australia,24
Apple Washington,21
Apple Economy,20
Apple Simla,17
Apple Delicious,21
Palak Greens,3
Menthya Greens,2
Mint Leaves,2
G.nut oil Rice Bron 1 lt,212
G.nut oil Premium1 lt,172
Ground nut oil 1 lt,127
G.oil Net rich 500 ml,198
Fruit Juice Tailand,4
Tender Coco packed,6
Tender Coconut(S),8
Pista,318
Dates Arebian,250
Thinda,9
Tamarind seedless,38
Tamrind Chatisghar,14
Tender Coconut(M),7
Tender Coconut,8
Straw Berry,4
Litchi Taiwan/chaina,5
Litchi Local,3
Kiwi fruit,4
Komark fruit,11
Grapes Crimson,3
Grapes Krishna sharad,4
Grapes Flame,6
Grapes Sonika,6
Grapes Rose,6
Grapes Sharad,3
Grapes Dilkush,4
GrapesAnabi shahi,6
Hesaru kalu,13
Molake kalu,10
Greens Sabbakki,3
Parvala,9
Spring Onion(Cleaned),35
Spring Onion,16
Guava Allahabad(Red),7
Grapes Blore blue,6
Orange malt,22
Orange South Africa,10
Peas Dharwad,12
Peas Ooty,9
Pumpkin Ash,6
Pumpkin Red,6
Pumpkin Japan,10
Potato(M),25
Potato(B),27
Potato(S),39
Potato Baby,15
Sweet Potato(Genasu),42
Raddish,20
Raddish Red,23
Sponge Gourd,12
Snake Gourd,10
Snake Gourd(S),7
Sham gadde,12
Spring Onion,23
Spring Onion(Cleaned),31
Parvala,13
Greens Sabbakki,3
Molake kalu,10
Hesaru kalu,10
GrapesAnabi shahi,6
Grapes Dilkush,6
Grapes Sharad,3
Grapes Rose,4
Grapes Sonika,6
Grapes Flame,6
Grapes Krishna sharad,4
Grapes Crimson,6
Komark fruit,5
Kiwi fruit,4
Litchi Local,3
Litchi Taiwan/chaina,3
Straw Berry,3
Tender Coconut,5
Tender Coconut(M),8
Tamrind Chatisghar,14
Tamarind seedless,36
Thinda,11
Dates Arebian,313
Pista,285
Tender Coconut(S),11
Tender Coco packed,14
Fruit Juice Tailand,3
G.oil Net rich 500 ml,241
Ground nut oil 1 lt,361
G.nut oil Premium1 lt,262
G.nut oil Rice Bron 1 lt,345
Kashini greens,3
Pineapple juice,16
Thiland Juice,2
Thiland Jelly,4
Orange juice,22
Chikkadikai cleaned,7
Grapesh Tash ganesh,5
Times Rose berry,4
Washington gala apple,18
Chilles small cleaned (C.B.P),10
Apple Chaina Delicious,18
Rumenia Mango,11
Mosambi polo,13
S.mellon namdhari (Red),11
S.mellon Local (Luck),21
Bore fruit,12
Butter fruit,12
Anjura/Fig,4
Peas seeds,8
Bread fruit,11
Apple Chilli,20
Indian red globe,8
Washington red apple,13
Tamarind Paste 150 gm,95
Rice Bran 5 lt,177
Sungold oil 5 lt,141
Ground nut oil 5 lt,273
Safal deep 500 ml,7
Tamarind Paste 450 gm,130
Sun safal Tin 15 lt,14
Sungold oil 5 lt packet,133
Pepper,6
Stevia powder,131
Coconut oil 500 ml,206
Jam 1 kg,101
Jam 1/2 kg,102
Jam 200 gm,114
Jam 100 gm,134
Fanda,7
Chocolates Drink box,108
Kakadi,11
Corriander Leave,3
Curry leave,2
Dhantu greens,2
Ginger ooty,37
Pomegranate,14
Pomegranate Bhagav,16
Pomegranate A.raktha,12
Pomegranate Ganesh,21
Papaya nati,6
Papaya Taiwan,10
Papaya Red lady,6
Papaya sola,7
Pineapple,15
Plum Ooty,3
Plum Australia,6
Peaches,6
Pomello/Chakotha,18
Rose apple,20
Rampal,7
Tamarind sweet 500gm,42
Watermellon,19
Watermellon kiran,12
S.mellon namdhari,12
Mosambi,10
Sweet corn,11
Sweet corn cleaned,11
Sweet corn seeds spok,5
Batani kalu,11
BaleDindu (Banana stem),8
Basale Greens,2
Letteus Greens,3
Onion flowers,35
Chain Berry,5
Y.Bananan T.N.,6
Maize,12
Byladha Hannu,8
Net rich 5 lt oil,156
Mineral water 1 lt,8
Chikkadikai Round,8
Indian kinora apple,21
South Africa Gala apple,17
Selari,6
Leeks,5
Parsley,7
Litchi Juice,6
Apple juice,18
G. nut oil Rice 1 lt,283
G. nut oil safal deep1 lt,236
G. nut Golden oil 1 lt,217
G. nut sungold 1 lt,8
Rice Bran 15 lt Tin,185
Pickles,198
Lime Pickles,281
mango Pickles,283
Pickles mixed veg,125
Avarebele (F. Beans spok),11
Avare seed (FB seeds),14
Brucoli,7
Mushroom Oyster,4
Onion medium,40
Onion Big,36
Jack fruit,7
Indian Black globe Grapes,3
Papaya red indian,6
Mango,9
Mango Badami,262
Mango Alphans,5
Onion small(Economy),17
Mango Raspuri,6
Onion samber,22
Peas local,8
Peas Delhi,11
Berry fruit Ooty,4
Berry Soft,6
Berry Delhi,4
Ber fruit/Bore fruit,6
Cherry fruit,5
Cherry kashmir,3
Cashew nut,188
Dates,285
Dry dates,356
Dates seedless,160
Dry apricot,10
Badami,179
Dry fruit mixed,244
Jambo fruit(Nerale),103
Bottle Gourd,12
Chow-Chow,11
Cucumber,5
Cucumber Nati,8
Cucumber Israle,6
Cucumber Ooty,11
Mangalore cucumber,10
Cluster Bean Local,5
Capsicum,7
Mango Sendura,5
Mango Bygan palli,5
Mango malagova,8
Mango mallika,6
Mango thotapuri,7
Mango kalapadu,9
Mango Neelam,9
Mango Dasheri,11
Mango Langada,5
Mango Kesar,8
Mango Amarpalli,8
Mango rathnagiri(red),9
Mango Alphans box,11
Mango sakkaregutti,11
Orange,24
Orange Nagpura,20
Orange Ooty,19
Orange Australia,12
Tomoto,10
Thogari kai,14
Mango Raw Amblet,9
Mango Raw,6
Capsicum 1,8
Capsicum Red/Yellow,10
Chillies Green,13
Chillies Bajji,5
Chillies Cleaned,9
Chillies small (C.B.P),8
Carrot ooty,7
Carrot Delhi,8
Carrot Nati,5
Cowpea Local,13
Cowpea Long,10
Coconut (B),8
Coconut (M),13
Coconut (S),9
Coconut (OS),9
Cabbage,9
Cabbage Red,5
Cabbage chaina,5
Cauliflower(B),12
Copra,163
Honney 1/2,12
Honney 1 Kg,10
Honney 200 gm,8
Honney 100 gm,6
Gulkan 1 kg,167
Gulkan 1/2 kg,91
Gulkan 1/4 kg,162
Cluster Beans Bunches,9
Cucumber white,8
Kashini (Ganike) Greens,3
Sweet corn seeds,9
Bale hoovu(B.flower),5
Jukani,11
Banana cooking R.Banana,7
Avarekai (Field Beans ),10
Grapes T.S.,3
Herali kai,9
Ladys finger,9
Little gourd,5
Lime Local,10
Grapes Red globe,5
Grapes Dry 250gm,4
Grapes Dry 100gm,6
Lime Bijapur,19
Mushroom Button,2
Mushroom Milky,3
Cauliflower(M),12
Cauliflower(S),6
Cauliflower per Kg,13
Cherry Tomoto,6
Drumstik,13
Double Beans seeds,11
Double Beans,12
Ground nut Local,6
Ground nut Hybrid,11
Ginger,26
Ginger New,20
Garlic,34
Garlic cleaned,37
Chikadi kai,8
knol-khol,6
Arive greens,3
Eggs,4
Chakota greens,3
Onion pack,35
Potato pack,15
Chilakarive green,11
Chillies Bajji yagani,12
Baby corn,10
Baby corn cleaned,9
Berry Southafrica,5
Berry Golden,4
Berry ball,5
Berry Green,4
Apple Premium,10
Malenian apple,16
Nagapur Orange Economy,16
South Af.red berry,4
Jumbu juice,4
Brahmi amla juice,3
Pomegranate Juice,23
N.Juice 200 ml,3
Amla,6
Beans,5
Beans Nati,14
Beans Ring,12
Beans Fruit,12
Beans cleaned,5
Brinjal long,8
Brinjal (W),7
Brinjal (R),5
Brinjal Bottle,10
Brinjal Mlore,8
Beet Root,5
Yam/S.Root,15
Bitter Gourd,7
Mint Leaves,4
Menthya Greens,3
Palak Greens,2
Apple Delicious,14
Apple Simla,18
Apple Economy,19
Apple Washington,23
Apple Australia,21
Apple Newzeland,11
Apple Fuji chaina,11
Apple hazarath palli,15
Apple Green smith,24
Apple Golden delicious,18
Banana pachabale,5
Banana Yellaki,5
Banana chandra,5
Banana Nendra,9
Banana karpura,5
Banana Rasabale,9
Chicco(Sapota) rapined,9
Custerd Apple,24
Chicco(Sapota),5
Guava,7
Chocolates Drink box,157
Fanda,6
Jam 100 gm,93
Jam 200 gm,108
Jam 1/2 kg,159
Jam 1 kg,171
Coconut oil 500 ml,260
Stevia powder,352
Pepper,11
Sungold oil 5 lt packet,202
Sun safal Tin 15 lt,5
Tamarind Paste 450 gm,177
Safal deep 500 ml,10
Ground nut oil 5 lt,318
Sungold oil 5 lt,208
Rice Bran 5 lt,332
Tamarind Paste 150 gm,104
Washington red apple,10
Indian red globe,14
Apple Chilli,16
Bread fruit,9
Peas seeds,7
Anjura/Fig,6
Butter fruit,13
Bore fruit,5
S.mellon Local (Luck),10
S.mellon namdhari (Red),10
Mosambi polo,7
Rumenia Mango,8
Apple Chaina Delicious,15
Chilles small cleaned (C.B.P),14
Washington gala apple,20
Times Rose berry,5
Grapesh Tash ganesh,6
Chikkadikai cleaned,14
Orange juice,11
Thiland Jelly,3
Thiland Juice,2
Pineapple juice,12
Kashini greens,2
Mosambi,14
S.mellon namdhari,17
Watermellon kiran,11
Watermellon,15
Tamarind sweet 500gm,42
Rampal,9
Rose apple,22
Pomello/Chakotha,19
Peaches,3
Plum Australia,6
Plum Ooty,3
Pineapple,11
Papaya sola,9
Papaya Red lady,11
Papaya Taiwan,8
Papaya nati,8
Pomegranate Ganesh,24
Pomegranate A.raktha,20
Pomegranate Bhagav,16
Pomegranate,15
Ginger ooty,28
Dhantu greens,3
Curry leave,4
Corriander Leave,4
Kakadi,9
Pickles mixed veg,270
mango Pickles,226
Lime Pickles,199
Pickles,166
Rice Bran 15 lt Tin,236
G. nut sungold 1 lt,13
G. nut Golden oil 1 lt,155
G. nut oil safal deep1 lt,322
G. nut oil Rice 1 lt,170
Apple juice,24
Litchi Juice,6
Parsley,9
Leeks,10
Selari,7
South Africa Gala apple,11
Indian kinora apple,23
Chikkadikai Round,8
Mineral water 1 lt,9
Net rich 5 lt oil,171
Byladha Hannu,7
Maize,12
Y.Bananan T.N.,6
Chain Berry,6
Onion flowers,44
Letteus Greens,3
Basale Greens,3
BaleDindu (Banana stem),5
Batani kalu,8
Sweet corn seeds spok,6
Sweet corn cleaned,5
Sweet corn,10
Orange Australia,20
Orange Ooty,16
Orange Nagpura,24
Orange,21
Mango sakkaregutti,6
Mango Alphans box,11
Mango rathnagiri(red),9
Mango Amarpalli,11
Mango Kesar,11
Mango Langada,11
Mango Dasheri,5
Mango Neelam,6
Mango kalapadu,9
Mango thotapuri,6
Mango mallika,8
Mango malagova,8
Mango Bygan palli,8
Mango Sendura,10
Cluster Bean Local,11
Mangalore cucumber,10
Cucumber Ooty,5
Cucumber Israle,8
Cucumber Nati,9
Cucumber,6
Chow-Chow,11
Bottle Gourd,10
Jambo fruit(Nerale),110
Dry fruit mixed,333
Badami,339
Dry apricot,13
Dates seedless,145
Dry dates,128
Dates,134
Cashew nut,129
Cherry kashmir,6
Cherry fruit,4
Ber fruit/Bore fruit,13
Berry Delhi,3
Berry Soft,4
Berry fruit Ooty,6
Peas Delhi,12
Peas local,5
Onion samber,40
Mango Raspuri,7
Onion small(Economy),19
Mango Alphans,8
Mango Badami,169
Mango,7
Papaya red indian,8
Indian Black globe Grapes,6
Jack fruit,11
Onion Big,24
Onion medium,39
Mushroom Oyster,3
Brucoli,7
Avare seed (FB seeds),8
Avarebele (F. Beans spok),14
Bale hoovu(B.flower),5
Sweet corn seeds,11
Kashini (Ganike) Greens,3
Cucumber white,9
Cluster Beans Bunches,5
Gulkan 1/4 kg,122
Gulkan 1/2 kg,110
Gulkan 1 kg,170
Honney 100 gm,10
Honney 200 gm,9
Honney 1 Kg,7
Honney 1/2,11
Copra,279
Cauliflower(B),14
Cabbage chaina,13
Cabbage Red,13
Cabbage,13
Coconut (OS),6
Coconut (S),7
Coconut (M),11
Coconut (B),9
Cowpea Long,6
Cowpea Local,7
Carrot Nati,6
Carrot Delhi,10
Carrot ooty,9
Chillies small (C.B.P),11
Chillies Cleaned,13
Chillies Bajji,5
Chillies Green,11
Capsicum Red/Yellow,8
Capsicum 1,10
Capsicum,7
Mango Raw,8
Mango Raw Amblet,6
Thogari kai,10
Tomoto,6
Bitter Gourd,11
Yam/S.Root,27
Beet Root,8
Brinjal Mlore,9
Brinjal Bottle,5
Brinjal (R),8
Brinjal (W),7
Brinjal long,5
Beans cleaned,12
Beans Fruit,5
Beans Ring,10
Beans Nati,13
Beans,11
Amla,8
N.Juice 200 ml,2
Pomegranate Juice,10
Brahmi amla juice,3
Jumbu juice,2
South Af.red berry,6
Nagapur Orange Economy,20
Malenian apple,14
Apple Premium,17
Berry Green,4
Berry ball,6
Berry Golden,4
Berry Southafrica,5
Baby corn cleaned,10
Baby corn,14
Chillies Bajji yagani,7
Chilakarive green,10
Potato pack,20
Onion pack,16
Chakota greens,4
Eggs,3
Arive greens,3
knol-khol,5
Chikadi kai,7
Garlic cleaned,16
Garlic,37
Ginger New,44
Ginger,34
Ground nut Hybrid,12
Ground nut Local,10
Double Beans,14
Double Beans seeds,8
Drumstik,9
Cherry Tomoto,9
Cauliflower per Kg,13
Cauliflower(S),11
Cauliflower(M),14
Mushroom Milky,3
Mushroom Button,3
Lime Bijapur,18
Grapes Dry 100gm,5
Grapes Dry 250gm,6
Grapes Red globe,6
Lime Local,10
Little gourd,12
Ladys finger,8
Herali kai,7
Grapes T.S.,6
Avarekai (Field Beans ),11
Banana cooking R.Banana,8
Jukani,7
Sham gadde,12
Snake Gourd(S),10
Snake Gourd,9
Sponge Gourd,8
Raddish Red,22
Raddish,38
Sweet Potato(Genasu),26
Potato Baby,15
Potato(S),39
Potato(B),44
Potato(M),35
Pumpkin Japan,8
Pumpkin Red,10
Pumpkin Ash,10
Peas Ooty,6
Peas Dharwad,12
Orange South Africa,16
Orange malt,10
Grapes Blore blue,3
Guava Allahabad(Red),8
Guava,10
Chicco(Sapota),8
Custerd Apple,11
Chicco(Sapota) rapined,9
Banana Rasabale,10
Banana karpura,8
Banana Nendra,5
Banana chandra,11
Banana Yellaki,6
Banana pachabale,9
Apple Golden delicious,11
Apple Green smith,18
Apple hazarath palli,14
